name,draft_year,draft_position,draft_age,height,weight,wingspan,pts,reb,ast,stl,blk,pf,to,g,mp,max_vertical,lane_agility,shuttle,3/4_sprint,standing_reach,fg%,3p%,3pa_rate,fta_rate,ft%,effective_fg%,true_shooting_%,usg%,ast/usg,ast/to,per,ortg,drtg,obpm,dbpm,bpm,ows/40,dws/40,ws/40,proj_nba_3p%,Peak DARKO,fgm,fga,3pm,3pa,ftm,fta,team_Mid-Major,team_Other,team_Power_6,Freshman,Sophomore,Junior,Senior,Other
Tyler Honeycutt,2011,35,20.92,80.25,187,81.0,13.1,7.4,2.9,0.9,2.1,1.6,3.1,33.0,36.0,37.0,11.68,,3.07,105.0,0.406,0.362,0.428,0.299,0.736,0.483,0.519,22.3,0.75,0.93,17.4,99.7,96.3,3.6,3.5,7.1,0.042,0.073,0.114,0.353,-1.8,4.5,11.1,1.7,4.7,2.4,3.3,1,0,0,0,1,0,0,0
Jordan Williams,2011,36,20.68,81.0,247,84.25,18.7,13.0,0.7,0.8,1.5,2.7,1.8,33.0,36.0,30.5,12.74,,3.45,106.5,0.538,,0.0,0.576,0.575,0.538,0.552,24.5,0.16,0.4,25.2,115.1,89.9,4.3,2.0,6.3,0.116,0.097,0.212,0.3,-0.7,7.1,13.3,0.0,0.0,4.4,7.6,0,0,1,0,1,0,0,0
Trey Thompkins,2011,37,21.05,81.75,239,85.0,18.9,8.8,1.6,1.3,1.9,2.6,2.9,30.0,36.0,30.5,11.72,,3.41,107.5,0.481,0.311,0.184,0.295,0.689,0.51,0.536,29.9,0.37,0.55,24.2,104.3,93.0,3.9,2.9,6.8,0.081,0.085,0.162,0.331,-2.2,7.5,15.5,0.9,2.8,3.2,4.6,0,0,1,0,0,1,0,0
Chandler Parsons,2011,38,22.64,81.75,221,81.5,11.9,8.2,4.0,1.0,0.4,2.0,2.4,36.0,36.0,31.5,11.05,,3.29,104.5,0.48,0.368,0.362,0.3,0.557,0.546,0.551,19.2,1.12,1.68,19.7,112.4,96.0,5.1,3.2,8.3,0.088,0.072,0.163,0.321,1.5,4.5,9.5,1.3,3.4,1.6,2.8,0,0,1,0,0,0,1,0
Jeremy Tyler,2011,39,19.99,82.5,262,89.0,,,,,,,,,,33.5,11.26,,3.29,110.5,,,,,,,,,,,,,,,,,,,,,-3.4,,,,,,,0,1,0,0,0,0,0,1
Jon Leuer,2011,40,22.09,83.5,223,84.0,19.6,7.8,1.8,0.5,0.9,2.4,1.7,34.0,36.0,36.5,10.82,,3.36,105.5,0.47,0.37,0.302,0.277,0.843,0.526,0.568,31.1,0.41,1.04,28.7,118.3,99.7,7.9,1.8,9.8,0.162,0.06,0.221,0.367,-0.5,7.2,15.3,1.7,4.6,3.6,4.2,0,0,1,0,0,0,1,0
Darius Morris,2011,41,20.45,77.25,190,79.5,15.5,4.1,6.9,1.1,0.0,2.2,3.0,35.0,36.0,32.0,11.0,,3.2,102.0,0.489,0.25,0.156,0.367,0.715,0.509,0.545,27.3,1.62,2.28,22.7,111.4,102.1,4.5,1.8,6.3,0.125,0.049,0.174,0.324,-2.6,5.9,12.1,0.5,1.9,3.2,4.5,0,0,1,0,1,0,0,0
Davis Bertans,2011,42,18.59,82.0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,0,1,0,0,0,0,0,1
Malcolm Lee,2011,43,21.07,77.5,198,81.75,14.3,3.3,2.2,0.7,0.2,2.6,1.8,33.0,36.0,35.5,11.2,,3.09,101.5,0.437,0.295,0.409,0.446,0.778,0.497,0.553,20.8,0.62,1.2,15.3,113.2,104.2,2.1,1.2,3.3,0.088,0.04,0.132,0.349,-1.1,4.6,10.6,1.3,4.3,3.7,4.7,1,0,0,0,0,1,0,0
Charles Jenkins,2011,44,22.3,75.25,216,79.5,21.8,3.2,4.6,1.7,0.6,1.9,2.1,33.0,36.0,34.0,11.68,,3.18,96.5,0.517,0.42,0.326,0.459,0.824,0.585,0.635,28.7,1.1,2.16,31.4,128.0,107.8,8.4,1.2,9.6,0.208,0.029,0.237,0.37,-3.3,7.3,14.1,1.9,4.6,5.3,6.5,1,0,0,0,0,0,1,0
Josh Harrellson,2011,45,22.34,82.0,275,,9.6,10.9,1.0,1.2,1.9,3.0,0.9,38.0,36.0,,,,,,0.611,0.2,0.048,0.269,0.589,0.615,0.616,12.5,0.41,1.07,22.3,134.3,92.6,4.9,3.8,8.7,0.118,0.085,0.203,0.303,-1.4,4.2,6.9,0.1,0.3,1.1,1.9,0,0,1,0,0,0,1,0
Andrew Goudelock,2011,46,22.52,74.75,198,76.25,24.2,4.0,4.3,0.9,0.2,1.8,3.3,37.0,36.0,37.0,10.33,,3.1,96.5,0.455,0.407,0.461,0.192,0.821,0.549,0.575,34.5,0.77,1.32,26.7,115.1,105.7,7.4,-1.4,6.0,0.163,0.037,0.2,0.396,-2.4,8.8,19.3,3.6,8.9,3.0,3.7,1,0,0,0,0,0,1,0
Travis Leslie,2011,47,21.22,76.25,205,82.5,16.1,8.0,3.3,1.4,0.7,2.1,2.4,33.0,36.0,40.5,11.0,,3.13,103.0,0.492,0.302,0.119,0.378,0.801,0.51,0.561,24.4,0.84,1.37,24.9,116.9,98.1,6.5,2.3,8.9,0.128,0.064,0.196,0.338,-1.3,6.0,12.2,0.4,1.5,3.7,4.6,0,0,1,0,0,1,0,0
Keith Benson,2011,48,22.84,83.0,217,87.75,20.0,11.2,1.2,0.9,4.0,3.4,2.1,35.0,36.0,36.0,11.88,,3.35,109.5,0.547,0.391,0.055,0.578,0.643,0.558,0.584,24.9,0.25,0.58,28.8,120.2,98.9,3.6,1.9,5.4,0.141,0.06,0.201,0.318,-3.3,7.3,13.4,0.3,0.7,5.0,7.8,1,0,0,0,0,0,1,0
Josh Selby,2011,49,20.22,75.0,195,77.25,14.0,3.9,3.8,1.4,0.1,3.0,3.6,26.0,36.0,42.0,11.13,,3.2,98.0,0.373,0.362,0.487,0.192,0.757,0.461,0.489,24.4,0.73,1.06,11.9,95.5,96.5,0.3,2.1,2.4,0.03,0.068,0.098,0.365,-3.0,4.9,13.1,2.3,6.4,1.9,2.5,0,0,1,1,0,0,0,0
Lavoy Allen,2011,50,22.36,81.0,225,,12.3,9.1,2.4,0.7,2.0,2.4,1.7,33.0,36.0,,,,,,0.48,0.294,0.053,0.308,0.697,0.488,0.519,19.8,0.69,1.39,20.3,110.0,93.1,2.6,3.1,5.6,0.079,0.086,0.164,0.318,0.8,5.0,10.3,0.2,0.5,2.2,3.2,1,0,0,0,0,0,1,0
Jon Diebler,2011,51,22.98,78.5,197,78.0,12.8,2.7,2.4,1.0,0.1,1.0,1.0,37.0,36.0,35.0,10.94,,3.37,99.0,0.507,0.502,0.794,0.276,0.81,0.706,0.723,14.4,0.81,2.51,19.6,144.7,98.4,8.0,3.6,11.6,0.142,0.064,0.206,0.389,,4.0,7.8,3.1,6.2,1.7,2.2,0,0,1,0,0,0,1,0
Vernon Macklin,2011,52,24.72,81.0,245,,17.0,7.9,1.2,0.5,1.0,3.6,2.5,37.0,36.0,,,,,,0.593,,0.0,0.317,0.451,0.593,0.578,25.1,0.31,0.48,22.2,110.0,98.5,3.1,1.4,4.5,0.097,0.062,0.159,0.283,-2.8,7.6,12.8,0.0,0.0,1.8,4.1,0,0,1,0,0,0,1,0
DeAndre Liggins,2011,53,23.21,78.25,202,83.0,9.8,4.6,2.9,1.4,0.8,2.8,1.6,38.0,36.0,31.0,,,3.33,103.5,0.424,0.391,0.348,0.398,0.648,0.492,0.523,15.8,0.9,1.75,14.5,109.1,97.0,1.4,4.5,5.9,0.06,0.07,0.13,0.331,-0.9,3.4,7.9,1.1,2.8,2.0,3.1,0,0,1,0,0,1,0,0
Milan Macvan,2011,54,21.58,81.0,260,,15.6,7.3,2.9,0.5,0.5,2.4,2.4,17.0,36.0,,,,,,0.495,0.235,0.187,0.451,0.805,0.516,0.575,,,1.2,,,,,,,,,,0.336,,5.5,11.1,0.5,2.1,4.0,5.0,0,1,0,0,0,0,0,1
E'Twaun Moore,2011,55,22.3,76.0,191,81.5,19.1,5.5,3.4,1.3,0.6,2.2,1.9,34.0,36.0,34.5,11.12,,3.31,99.5,0.447,0.4,0.354,0.285,0.709,0.518,0.545,28.0,0.75,1.77,23.9,114.4,94.9,7.1,3.1,10.2,0.128,0.076,0.205,0.358,,6.9,15.4,2.2,5.5,3.1,4.4,0,0,1,0,0,0,1,0
Chu Maduabum,2011,56,20.24,81.0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Tanguy Ngombo,2011,57,26.91,78.0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Ater Majok,2011,58,23.95,82.0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Adam Hanga,2011,59,22.18,79.0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Isaiah Thomas,2011,60,22.35,70.25,186,73.75,19.0,4.0,6.9,1.5,0.1,2.4,3.4,35.0,36.0,40.0,10.49,,3.14,91.5,0.445,0.349,0.408,0.498,0.719,0.517,0.563,26.2,1.25,2.05,22.9,117.4,100.8,6.2,1.9,8.1,0.143,0.054,0.197,0.354,1.9,6.1,13.6,1.9,5.6,4.9,6.8,0,0,1,0,0,1,0,0
John Wall,2010,1,19.78,76.0,196,81.25,17.2,4.4,6.7,1.8,0.5,2.0,4.2,37.0,36.0,39.0,10.84,,3.14,101.5,0.461,0.325,0.26,0.53,0.754,0.503,0.562,25.7,1.35,1.62,,,,,,,0.115,0.081,0.196,0.342,3.2,5.6,12.2,1.0,3.2,4.9,6.5,0,0,1,1,0,0,0,0
Evan Turner,2010,2,21.64,79.0,214,80.0,20.5,9.2,6.0,1.8,0.9,2.8,4.4,31.0,36.0,34.5,11.06,,3.27,103.5,0.519,0.364,0.12,0.4,0.754,0.54,0.581,33.1,1.13,1.36,,,,,,,0.144,0.101,0.245,0.338,-1.4,7.7,14.8,0.6,1.8,4.5,5.9,0,0,1,0,0,1,0,0
Derrick Favors,2010,3,18.92,82.25,245,88.0,16.3,11.0,1.3,1.2,2.7,3.4,3.3,36.0,36.0,35.5,11.74,,3.25,110.0,0.611,0.0,0.003,0.488,0.629,0.611,0.621,21.8,0.36,0.41,,,,,,,0.093,0.101,0.194,0.307,2.0,6.5,10.7,0.0,0.0,3.3,5.2,1,0,0,1,0,0,0,0
Wesley Johnson,2010,4,22.93,79.25,206,85.0,17.0,8.8,2.3,1.7,1.9,2.1,2.4,35.0,36.0,37.0,11.43,,3.14,106.0,0.502,0.415,0.299,0.352,0.772,0.564,0.6,22.1,0.5,0.96,,,,,,,0.121,0.095,0.216,0.356,0.2,6.1,12.1,1.5,3.6,3.3,4.3,0,0,1,0,0,1,0,0
DeMarcus Cousins,2010,5,19.84,82.75,292,89.75,23.2,15.1,1.5,1.5,2.7,4.9,3.1,38.0,36.0,27.5,11.4,,3.55,113.0,0.558,0.167,0.016,0.726,0.604,0.56,0.579,30.5,0.3,0.49,,,,,,,0.17,0.121,0.291,0.305,3.4,8.3,14.9,0.0,0.2,6.5,10.8,0,0,1,1,0,0,0,0
Ekpe Udoh,2010,6,23.07,81.75,237,88.5,14.2,10.0,2.8,0.8,3.8,2.5,2.5,36.0,36.0,33.5,11.15,,3.29,106.5,0.49,0.269,0.067,0.415,0.685,0.499,0.535,22.1,0.65,1.11,,,,,,,0.108,0.082,0.193,0.316,0.1,5.4,11.1,0.2,0.7,3.2,4.6,0,0,1,0,0,1,0,0
Greg Monroe,2010,7,20.03,83.0,247,86.25,17.0,10.1,4.0,1.3,1.6,2.7,3.5,34.0,36.0,29.0,12.1,,3.35,108.5,0.525,0.259,0.07,0.543,0.66,0.534,0.567,26.7,0.84,1.14,,,,,,,0.11,0.079,0.189,0.312,1.4,6.2,11.9,0.2,0.8,4.3,6.5,0,0,1,0,1,0,0,0
Al-Farouq Aminu,2010,8,19.73,80.5,216,87.25,18.2,12.3,1.5,1.6,1.6,3.4,3.7,31.0,36.0,33.5,11.29,,3.3,108.5,0.447,0.273,0.176,0.532,0.698,0.471,0.524,27.5,0.33,0.41,,,,,,,0.082,0.091,0.177,0.326,,6.2,13.9,0.7,2.4,5.2,7.4,0,0,1,0,1,0,0,0
Gordon Hayward,2010,9,20.23,80.0,211,79.75,16.6,8.9,1.8,1.2,0.9,2.3,2.5,37.0,36.0,34.5,11.73,,3.22,103.0,0.464,0.294,0.429,0.579,0.829,0.527,0.601,24.7,0.49,0.73,,,,,,,0.129,0.097,0.223,0.357,3.3,5.0,10.8,1.4,4.6,5.2,6.3,0,0,1,0,1,0,0,0
Paul George,2010,10,20.12,80.75,214,83.25,18.2,7.9,3.3,2.4,0.9,3.1,3.5,29.0,36.0,,,,,107.0,0.424,0.353,0.46,0.364,0.909,0.506,0.572,27.9,0.8,0.94,,,,,,,0.096,0.075,0.175,0.384,5.2,5.8,13.6,2.2,6.2,4.5,4.9,1,0,0,0,1,0,0,0
Cole Aldrich,2010,11,21.62,83.25,236,88.75,15.2,13.2,1.2,1.0,4.7,3.4,2.1,36.0,36.0,28.0,11.48,,3.35,111.5,0.562,,0.0,0.6,0.679,0.562,0.596,19.9,0.29,0.55,,,,,,,0.125,0.12,0.245,0.314,0.1,5.6,9.9,0.0,0.0,4.0,5.9,0,0,1,0,0,1,0,0
Xavier Henry,2010,12,19.25,78.5,210,83.25,17.6,5.7,1.9,2.0,0.7,2.4,2.5,36.0,36.0,36.5,11.1,,3.18,105.0,0.458,0.418,0.466,0.325,0.783,0.555,0.591,23.4,0.42,0.77,,,,,,,0.113,0.085,0.198,0.374,-0.9,5.9,12.9,2.5,6.0,3.3,4.2,0,0,1,1,0,0,0,0
Ed Davis,2010,13,21.03,81.75,227,84.0,17.4,12.4,1.2,0.6,3.6,2.4,2.6,23.0,36.0,36.0,11.7,,3.21,108.0,0.578,,0.0,0.688,0.659,0.578,0.607,21.5,0.32,0.48,,,,,,,0.112,0.081,0.193,0.312,0.9,6.2,10.8,0.0,0.0,4.9,7.4,0,0,1,0,1,0,0,0
Patrick Patterson,2010,14,21.26,81.25,240,85.25,15.6,8.1,1.0,0.8,1.5,1.7,1.2,38.0,36.0,33.5,11.14,,3.25,107.0,0.575,0.348,0.184,0.348,0.692,0.607,0.624,18.0,0.31,0.88,,,,,,,0.147,0.076,0.223,0.329,1.8,6.2,10.7,0.7,2.0,2.6,3.7,0,0,1,0,0,1,0,0
Larry Sanders,2010,15,21.57,82.5,222,89.75,19.2,12.2,1.3,1.0,3.4,3.9,2.2,35.0,36.0,28.0,12.49,,3.27,112.0,0.534,0.25,0.044,0.455,0.641,0.54,0.563,26.7,0.29,0.59,,,,,,,0.136,0.094,0.23,0.308,0.3,7.5,14.0,0.2,0.6,4.1,6.4,1,0,0,0,0,1,0,0
Luke Babbitt,2010,16,20.99,80.75,218,83.25,21.2,8.7,2.1,1.0,0.8,2.5,2.3,34.0,36.0,37.5,10.98,,3.4,104.5,0.5,0.416,0.201,0.432,0.917,0.542,0.614,26.8,0.41,0.89,,,,,,,0.171,0.041,0.213,0.371,-0.9,7.2,14.3,1.2,2.9,5.7,6.2,1,0,0,0,1,0,0,0
Kevin Seraphin,2010,17,20.52,81.0,260,,13.8,10.0,1.1,0.4,2.0,4.4,2.4,35.0,36.0,,,,,,0.525,,0.0,0.268,0.571,0.525,0.533,,,0.46,,,,,,,,,,0.299,-1.8,6.0,11.5,0.0,0.0,1.8,3.1,0,1,0,0,0,0,0,1
Eric Bledsoe,2010,18,20.52,73.5,192,79.5,13.4,3.7,3.4,1.7,0.4,2.6,3.6,37.0,36.0,,,,,98.0,0.462,0.383,0.41,0.394,0.667,0.54,0.566,20.4,0.82,0.96,,,,,,,0.053,0.075,0.125,0.342,3.8,4.6,10.0,1.6,4.1,2.6,3.9,0,0,1,1,0,0,0,0
Avery Bradley,2010,19,19.55,75.25,180,79.25,14.2,3.5,2.5,1.6,0.6,2.9,1.9,34.0,36.0,37.5,11.47,,3.14,98.5,0.432,0.375,0.304,0.179,0.545,0.489,0.496,20.4,0.61,1.37,,,,,,,0.064,0.064,0.128,0.324,0.7,5.7,13.2,1.5,4.0,1.3,2.4,0,0,1,1,0,0,0,0
James Anderson,2010,20,21.23,77.75,208,80.5,23.5,6.1,2.6,1.5,0.6,2.8,2.5,33.0,36.0,35.5,11.86,,3.19,104.0,0.457,0.341,0.439,0.522,0.81,0.532,0.596,31.5,0.52,1.03,,,,,,,0.185,0.06,0.246,0.373,-1.0,7.2,15.8,2.4,7.0,6.7,8.3,0,0,1,0,0,1,0,0
Craig Brackins,2010,21,22.68,81.75,229,84.0,16.9,8.7,2.2,0.8,1.2,2.0,2.2,32.0,36.0,35.0,11.65,,3.39,109.0,0.42,0.31,0.19,0.337,0.76,0.45,0.498,26.1,0.5,1.01,,,,,,,0.078,0.064,0.142,0.34,-2.5,6.1,14.6,0.9,2.8,3.7,4.9,0,0,1,0,0,1,0,0
Elliot Williams,2010,22,20.99,76.0,180,,19.4,4.3,4.1,1.4,0.1,2.2,3.2,34.0,36.0,,,,,,0.459,0.366,0.423,0.66,0.758,0.536,0.599,27.7,0.87,1.28,,,,,,,0.145,0.053,0.198,0.359,-0.4,5.7,12.3,1.9,5.2,6.2,8.1,1,0,0,0,1,0,0,0
Trevor Booker,2010,23,22.56,79.5,236,81.75,17.8,9.8,3.0,1.6,1.6,2.3,2.3,32.0,36.0,36.0,11.15,,3.1,106.0,0.521,0.265,0.094,0.474,0.591,0.533,0.549,24.6,0.71,1.31,,,,,,,0.122,0.102,0.224,0.305,0.4,6.9,13.2,0.3,1.2,3.7,6.3,0,0,1,0,0,0,1,0
Damion James,2010,24,22.69,79.75,227,84.75,21.4,12.2,1.2,2.0,1.4,3.5,2.4,34.0,36.0,33.0,10.89,,3.2,107.0,0.501,0.383,0.224,0.549,0.674,0.544,0.578,26.3,0.23,0.48,,,,,,,0.148,0.105,0.253,0.338,-0.9,7.3,14.7,1.3,3.3,5.4,8.0,0,0,1,0,0,0,1,0
Dominique Jones,2010,25,21.67,77.0,216,81.25,20.7,5.9,3.5,1.6,0.6,2.7,2.9,33.0,36.0,32.5,10.88,,3.31,101.0,0.45,0.311,0.339,0.572,0.741,0.503,0.562,30.8,0.79,1.24,,,,,,,0.141,0.062,0.203,0.349,-1.2,6.5,14.5,1.5,4.9,6.1,8.3,1,0,0,0,0,1,0,0
Quincy Pondexter,2010,26,22.27,79.0,215,,21.5,8.2,2.0,1.4,0.7,2.8,2.1,36.0,36.0,,,,,,0.528,0.353,0.11,0.487,0.827,0.547,0.608,25.6,0.44,0.93,,,,,,,0.179,0.069,0.251,0.345,-0.6,7.6,14.4,0.6,1.6,5.8,7.0,0,0,1,0,0,0,1,0
Jordan Crawford,2010,27,21.65,76.5,198,79.0,22.5,5.2,3.2,1.5,0.2,1.8,2.7,35.0,36.0,34.5,11.03,,3.37,101.0,0.462,0.391,0.359,0.274,0.773,0.532,0.564,30.8,0.65,1.19,,,,,,,0.143,0.063,0.206,0.371,-1.0,8.2,17.7,2.5,6.3,3.7,4.8,0,0,1,0,1,0,0,0
Greivis Vasquez,2010,28,23.41,78.5,211,79.0,20.8,4.9,6.7,1.8,0.4,2.2,3.6,33.0,36.0,,,,,101.0,0.429,0.359,0.374,0.314,0.857,0.496,0.549,30.2,1.17,1.87,,,,,,,0.143,0.068,0.207,0.377,0.8,7.1,16.5,2.2,6.2,4.4,5.2,0,0,1,0,0,0,1,0
Daniel Orton,2010,29,19.86,81.5,269,88.25,9.3,9.0,1.1,1.5,3.8,6.3,2.7,38.0,36.0,30.5,12.32,,3.39,110.5,0.527,0.0,0.022,0.692,0.524,0.527,0.533,15.0,0.33,0.39,,,,,,,0.024,0.104,0.135,0.293,-1.5,3.4,6.5,0.0,0.1,2.4,4.5,0,0,1,1,0,0,0,0
Lazar Hayward,2010,30,23.55,77.75,226,84.75,20.2,8.4,1.7,2.1,0.6,3.8,2.2,34.0,36.0,36.0,10.87,,3.31,102.0,0.432,0.349,0.362,0.247,0.843,0.495,0.536,31.6,0.35,0.78,,,,,,,0.117,0.08,0.197,0.374,-1.6,7.3,16.9,2.1,6.1,3.5,4.2,0,0,1,0,0,0,1,0
Tibor Pleiss,2010,31,20.62,85.0,240,,14.8,10.8,0.4,1.1,1.8,4.3,2.9,5.0,36.0,,,,,,0.441,,0.0,0.353,0.917,0.441,0.516,,,0.12,,,,,,,,,,,-3.3,5.4,12.2,0.0,0.0,4.0,4.3,0,1,0,0,0,0,0,1
Dexter Pittman,2010,32,22.29,83.5,303,90.0,19.7,11.1,0.9,0.7,3.5,5.0,3.3,34.0,36.0,,,,,111.0,0.654,,0.0,0.631,0.556,0.654,0.638,23.6,0.22,0.28,,,,,,,0.13,0.08,0.21,0.297,-2.8,7.8,11.9,0.0,0.0,4.2,7.5,0,0,1,0,0,0,1,0
Hassan Whiteside,2010,33,21.01,83.5,227,91.0,18.1,12.3,0.4,0.8,7.4,3.3,2.6,34.0,36.0,31.5,11.83,,3.54,113.0,0.524,0.6,0.016,0.586,0.588,0.528,0.548,25.8,0.09,0.16,,,,,,,0.09,0.112,0.202,0.304,1.4,6.8,12.9,0.1,0.2,4.5,7.6,1,0,0,1,0,0,0,0
Armon Johnson,2010,34,21.31,75.25,195,80.0,16.4,3.5,5.8,0.9,0.4,1.9,3.5,34.0,36.0,38.5,11.25,,3.19,99.5,0.495,0.239,0.161,0.267,0.678,0.515,0.537,25.7,1.18,1.66,,,,,,,0.085,0.017,0.102,0.32,,6.7,13.6,0.5,2.2,2.5,3.6,1,0,0,0,0,1,0,0
Nemanja Bjelica,2010,35,22.1,82.0,223,,13.7,6.7,1.6,1.1,0.0,5.6,1.9,9.0,36.0,,,,,,0.667,0.538,0.481,0.407,0.727,0.796,0.791,,,0.86,,,,,,,,,,,0.9,4.8,7.3,1.9,3.5,2.1,3.0,0,1,0,0,0,0,0,1
Terrico White,2010,36,20.28,77.0,203,81.0,17.3,5.2,1.7,1.0,0.2,2.0,1.5,35.0,36.0,40.0,11.38,,3.15,101.0,0.43,0.341,0.4,0.266,0.714,0.498,0.526,23.9,0.38,1.16,,,,,,,0.109,0.044,0.149,0.354,-1.4,6.3,14.6,2.0,5.8,2.8,3.9,0,0,1,0,1,0,0,0
Darington Hobson,2010,37,22.71,78.5,204,81.25,17.0,9.9,4.9,1.3,0.5,2.1,3.2,35.0,36.0,34.0,11.68,,3.25,104.5,0.44,0.361,0.246,0.453,0.653,0.484,0.52,26.9,1.09,1.54,,,,,,,0.102,0.075,0.177,0.333,-1.9,5.9,13.5,1.2,3.3,4.0,6.1,1,0,0,0,0,1,0,0
Andy Rautins,2010,38,23.62,77.0,192,79.0,13.4,3.7,5.4,2.2,0.3,2.4,3.1,35.0,36.0,30.5,11.27,,3.49,100.0,0.438,0.407,0.811,0.273,0.815,0.603,0.632,18.4,1.3,1.74,,,,,,,0.102,0.074,0.172,0.387,-1.9,4.1,9.4,3.1,7.6,2.1,2.6,0,0,1,0,0,0,1,0
Landry Fields,2010,39,21.97,79.0,210,,21.8,8.7,2.8,1.6,0.8,2.0,2.6,32.0,36.0,,,,,,0.49,0.337,0.17,0.508,0.696,0.519,0.56,31.5,0.62,1.07,,,,,,,0.145,0.062,0.207,0.333,0.5,7.7,15.7,0.9,2.7,5.6,8.0,0,0,1,0,0,0,1,0
Lance Stephenson,2010,40,19.78,77.75,227,82.5,15.7,6.8,3.2,1.2,0.2,2.5,3.0,34.0,36.0,33.0,11.39,,3.38,103.0,0.44,0.219,0.198,0.323,0.664,0.462,0.493,26.2,0.73,1.04,,,,,,,0.058,0.054,0.117,0.319,0.7,6.1,13.8,0.6,2.7,3.0,4.5,1,0,0,1,0,0,0,0
Jarvis Varnado,2010,41,22.29,82.0,210,87.5,15.6,11.6,1.0,0.8,5.4,2.8,2.2,36.0,36.0,32.5,11.61,,3.37,109.5,0.582,,0.0,0.665,0.61,0.582,0.597,21.6,0.29,0.45,,,,,,,0.109,0.112,0.221,0.305,-1.9,5.8,10.0,0.0,0.0,4.0,6.6,0,0,1,0,0,0,1,0
Da'Sean Butler,2010,42,22.39,79.0,230,,17.3,6.3,3.2,1.0,0.4,2.2,1.8,38.0,36.0,,,,,,0.414,0.354,0.394,0.423,0.789,0.483,0.541,25.0,0.77,1.75,,,,,,,0.147,0.062,0.209,0.362,,5.5,13.3,1.9,5.2,4.4,5.6,0,0,1,0,0,0,1,0
Devin Ebanks,2010,43,20.63,80.25,208,84.25,12.7,8.5,2.6,1.1,0.7,1.7,2.3,34.0,36.0,32.0,11.69,,3.44,107.5,0.457,0.1,0.095,0.483,0.77,0.462,0.527,20.1,0.73,1.11,,,,,,,0.09,0.072,0.158,0.317,-1.9,4.5,9.8,0.1,0.9,3.6,4.7,0,0,1,0,1,0,0,0
Jerome Jordan,2010,44,23.71,84.75,244,89.25,18.6,10.9,1.5,0.6,2.8,3.4,2.7,35.0,36.0,,,,,113.0,0.549,,0.0,0.746,0.688,0.549,0.595,26.0,0.38,0.56,,,,,,,0.13,0.088,0.215,0.316,-1.5,6.4,11.6,0.0,0.0,5.9,8.6,1,0,0,0,0,0,1,0
Paulao Prestes,2010,45,12.33,83.0,260,,13.8,10.9,0.7,1.1,1.0,3.4,2.0,28.0,36.0,,,,,,0.574,,0.0,0.251,0.694,0.574,0.591,,,0.34,,,,,,,,,,0.316,,6.0,10.4,0.0,0.0,1.8,2.6,0,1,0,0,0,0,0,1
Gani Lawal,2010,46,21.61,81.0,233,84.0,18.2,11.8,0.6,0.6,1.9,2.9,3.0,36.0,36.0,31.5,11.61,,3.24,107.5,0.529,0.0,0.003,0.683,0.572,0.529,0.547,26.1,0.13,0.19,,,,,,,0.082,0.095,0.176,0.299,-1.9,6.7,12.6,0.0,0.0,4.9,8.6,1,0,0,0,0,1,0,0
Tiny Gallon,2010,47,19.41,81.5,302,,15.5,11.9,1.2,1.1,1.2,4.3,3.5,30.0,36.0,,,,,,0.547,0.235,0.076,0.399,0.697,0.556,0.584,23.7,0.32,0.34,,,,,,,0.078,0.044,0.122,0.316,,6.1,11.2,0.2,0.9,3.1,4.5,0,0,1,1,0,0,0,0
Latavious Williams,2010,48,21.22,80.0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Ryan Richards,2010,49,19.15,83.75,230,85.5,,,,,,,,,,28.5,11.33,,3.37,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Solomon Alabi,2010,50,22.24,84.75,237,89.0,16.4,8.7,0.7,0.9,3.3,3.3,2.7,32.0,36.0,26.0,13.2,,3.68,113.0,0.534,,0.0,0.546,0.794,0.534,0.596,22.8,0.19,0.26,,,,,,,0.107,0.102,0.21,0.33,-3.1,5.8,10.9,0.0,0.0,4.7,6.0,0,0,1,0,1,0,0,0
Magnum Rolle,2010,51,24.31,83.0,235,,16.5,10.0,1.0,0.9,2.5,3.3,2.4,34.0,36.0,,,,,,0.514,,0.0,0.383,0.66,0.514,0.541,24.2,0.24,0.42,,,,,,,0.101,0.062,0.164,0.312,-3.1,6.6,12.9,0.0,0.0,3.3,5.0,1,0,0,0,0,0,1,0
Luke Harangody,2010,52,22.45,79.75,240,81.5,23.8,9.9,1.7,0.5,0.7,2.5,2.0,30.0,36.0,28.5,11.83,,3.41,106.0,0.481,0.309,0.16,0.351,0.787,0.506,0.552,34.6,0.34,0.87,,,,,,,0.162,0.04,0.206,0.344,-1.1,8.9,18.5,0.9,2.9,5.1,6.5,0,0,1,0,0,0,1,0
